ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_6,BILL_AMT6,PAY_5,BILL_AMT5,PAY_4,BILL_AMT4,PAY_3,PAY_2,PAY_0,BILL_AMT1,BILL_AMT2,BILL_AMT3,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
11472,20000,2,2,2,23,0,20049,0,19624,0,18931,0,0,2,16235,17857,18862,2200,1610,679,1000,900,599,1
11473,20000,1,1,2,29,0,19865,0,18371,2,17613,2,2,3,16330,15784,18200,0,3000,0,1200,1800,0,1
11474,70000,1,2,1,26,0,26646,0,27393,0,28087,0,0,0,66866,27072,26744,2000,1396,3000,980,955,941,1
11475,50000,2,2,1,30,0,13827,0,12176,0,14125,0,0,0,43334,41935,14854,1986,1040,1000,1000,3000,1000,0
11476,130000,2,1,2,26,0,6275,0,5699,0,7199,2,-1,-1,10274,10750,8699,2352,0,199,199,2275,1699,0
11477,180000,2,1,1,38,-1,8210,-1,28743,-1,0,-1,-1,-1,27959,13855,16277,13855,16277,0,28743,8210,14004,0
11478,50000,1,2,2,28,0,9038,0,8835,2,9281,2,2,1,9500,7913,9572,0,1800,0,400,350,400,1
11479,5.00E+05,1,1,1,44,-2,0,-2,0,-2,0,0,0,-1,35755,72000,0,40000,0,0,0,0,11621,0
11480,340000,2,1,2,27,-1,11095,-1,3240,-1,3210,0,0,0,30452,36919,24268,6919,4322,3210,3240,11095,3345,0
11481,150000,2,2,2,25,-2,0,-2,0,-2,1279,-2,-2,-2,3303,125,7351,125,7424,1279,0,0,0,0
11482,150000,2,2,1,40,-1,918,0,4993,-1,7756,-1,-1,-1,32117,3502,2056,3505,2056,7756,0,918,22200,0
11483,1.00E+05,2,2,1,47,0,41835,0,35328,0,33544,0,0,0,27555,29798,31028,3000,2028,3354,2328,7300,0,0
11484,1.00E+05,2,1,2,28,0,9816,0,11361,0,11139,0,0,0,16601,14414,11307,1539,1124,495,500,758,0,0
11485,30000,2,1,2,23,2,28403,2,29017,2,27871,2,2,2,25487,26513,27026,1738,1251,1596,1742,0,1374,1
11486,150000,2,2,1,34,0,14737,0,18883,0,24438,0,0,2,30821,33009,34867,3000,3000,1000,2000,4500,0,0
11487,10000,1,1,2,23,0,8862,0,7650,0,7319,0,0,0,7684,8685,8557,1300,1500,500,600,1500,0,0
11488,190000,2,1,2,38,0,85163,0,83354,0,81650,0,0,0,77720,79417,81326,3774,3799,2874,2970,3138,3054,0
11489,70000,2,1,2,33,0,47177,0,44938,0,43797,0,0,0,39416,40784,42791,2000,3000,1718,2000,3000,1630,0
11490,360000,2,1,1,48,-1,0,-1,1270,-1,0,-1,-1,-1,8243,10742,3300,10752,3300,0,1270,0,889,0
11491,5.00E+05,2,2,1,37,0,168319,0,115741,0,79481,0,0,0,71455,79079,73583,10004,10104,10000,40000,10000,10000,0
11492,210000,1,2,1,45,0,59373,0,58333,0,57137,0,0,0,82902,84897,56023,3814,2931,2045,2117,2010,1853,0
11493,320000,1,2,1,37,0,165857,0,164032,0,172200,0,0,0,188106,178067,178018,6496,6343,6003,5967,6525,5167,0
11494,50000,2,2,1,22,2,45288,0,46150,0,43020,0,0,0,39843,40662,41971,1762,2000,2020,3800,0,2000,0
11495,5.00E+05,2,1,2,38,-1,236,-1,8479,0,2043,0,0,0,4590,4218,5090,1128,1000,0,8479,236,2990,0
11496,320000,1,2,1,42,-2,760,-2,700,-2,2000,-2,-2,-2,730,1550,0,1550,0,2000,700,760,810,0
11497,80000,1,2,2,26,0,29138,0,28579,0,27950,0,0,0,76304,78680,79897,4203,3900,1200,1230,1230,1000,0
11498,250000,1,1,1,42,2,272322,2,285901,1,307354,1,1,1,352016,341600,321232,15210,8273,8100,100,8942,254000,1
11499,250000,1,1,1,40,-1,109,-1,396,-1,396,-1,-1,-1,396,396,396,396,396,396,396,109,0,0
11500,220000,1,1,1,33,-2,0,-2,0,-2,0,-1,-1,-2,0,2500,0,2500,0,0,0,0,0,0
11501,250000,2,1,2,37,-1,62832,-1,14660,-1,0,-1,-1,-1,1391,3498,8963,3498,8963,0,14660,62832,4620,0
11502,50000,2,2,1,24,2,27531,0,28131,0,28945,0,0,0,42120,41444,33933,1921,1490,1148,2370,0,1179,0
11503,360000,2,1,2,43,-1,390,-1,390,-1,2809,-1,-1,1,0,10121,390,10121,780,2809,390,390,390,1
11504,260000,2,1,1,38,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
11505,50000,1,2,1,45,-2,0,0,0,0,3660,0,0,0,9659,10610,6525,1155,1000,73,0,0,0,0
11506,20000,1,2,2,25,-2,0,0,0,0,6695,0,-1,-1,390,5548,7001,5548,2000,2000,0,3300,0,0
11507,10000,1,2,2,23,-2,0,0,0,0,6177,0,0,0,2068,6000,6457,4400,1000,500,0,0,0,0
11508,5.00E+05,2,2,1,34,0,241182,0,366421,0,386722,0,2,1,523618,483244,459273,0,16004,15004,15004,9814,31004,0
11509,330000,2,2,2,33,0,46470,0,46017,-1,95131,-2,-2,1,-271,-1648,-2437,0,0,102680,1728,1695,2000,0
11510,170000,1,2,2,34,0,115675,0,117426,0,115448,0,0,0,113270,112012,114535,6000,6000,4106,4312,5097,3800,0
11511,20000,1,2,2,63,4,1650,4,1650,4,1650,4,2,2,1650,1650,1650,0,0,0,0,0,0,0
11512,80000,1,2,1,29,0,42923,0,42084,0,40744,2,0,0,37822,40900,39944,3700,0,1462,2000,1536,2001,0
11513,240000,2,2,1,32,-1,5463,-1,5500,-1,5500,-1,-1,-1,4101,7101,5500,8500,5500,5500,5500,5463,5500,0
11514,150000,2,2,2,28,0,49729,0,47653,0,46533,0,0,0,46576,43583,45569,2500,3000,2000,2000,3000,2000,0
11515,2.00E+05,1,2,1,34,0,175960,0,172332,0,170754,0,0,0,135654,173946,176894,66022,6101,5898,6053,6288,8000,0
11516,3.00E+05,1,1,2,33,-1,8006,0,-494,0,814,0,-1,0,1617,7785,3420,7785,3000,0,0,8500,0,0
11517,1.00E+05,1,2,1,35,2,88057,2,83710,2,81380,3,4,4,82348,82156,83318,1700,3100,0,3800,5900,3200,1
11518,290000,2,2,2,33,0,22667,0,23989,0,9981,0,0,0,14026,9154,2778,9000,2000,9000,23000,22000,1797,0
11519,1.00E+05,1,3,1,56,0,14477,0,14112,0,13330,0,0,0,10882,11952,13047,1250,1300,500,1000,600,600,0
11520,10000,1,1,3,46,0,9375,0,9162,0,8974,0,0,0,6772,7790,8799,1128,1137,312,323,356,268,1
11521,420000,2,1,2,41,0,88657,0,87053,0,85614,0,0,0,79899,82012,84079,3391,3427,2909,2877,2976,2686,0
11522,20000,2,2,1,42,0,19871,0,19203,0,19717,0,0,0,19185,18621,19605,1323,1307,691,705,995,722,0
11523,3.00E+05,2,1,1,37,-1,748,-1,898,-1,316,-1,-1,-1,616,1370,916,1370,916,316,898,748,748,0
11524,50000,1,3,2,26,0,15728,0,16387,0,17028,0,0,0,42040,30427,17818,2000,2000,1000,1000,1000,1000,0
11525,180000,2,2,1,44,-1,0,-1,1972,-2,0,-2,-1,-1,33800,0,0,0,0,0,1972,0,1800,0
11526,420000,1,2,1,41,-1,7647,-1,14539,-1,1855,-1,-1,-1,16657,2578,523,2590,525,1864,14611,7685,26477,0
11527,1.00E+05,2,2,1,49,-1,8441,-1,8018,-1,6974,-1,-1,-1,10430,3313,490,3313,490,6974,8018,8441,11461,0
11528,80000,2,2,2,38,0,14083,0,14479,2,13507,0,0,2,18733,20081,17245,2000,2500,0,2000,2000,3000,0
11529,210000,1,1,1,42,0,63675,0,71836,0,79254,0,0,0,103772,95228,87678,4000,4000,3000,4000,3000,3000,0
11530,80000,1,3,1,42,-1,7010,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,6204,1000,0
11531,240000,2,1,2,31,2,81212,0,78659,0,71784,0,0,0,65220,68155,70184,4000,3167,2767,8233,4000,4000,0
11532,5.00E+05,1,1,1,45,-1,38102,-1,21978,-1,193427,-1,-1,-1,37875,150573,32413,162003,32611,200967,22074,38272,3491,0
11533,1.00E+05,1,2,2,27,0,12959,0,4037,0,3895,0,0,0,10458,9899,6618,2500,1162,3000,159,11845,200,0
11534,610000,2,1,2,36,-2,168966,-2,107592,-2,-538,-2,-2,-2,874,-256,-255,0,1,0,108130,30695,179,0
11535,170000,1,2,2,27,-1,416,-1,416,-1,416,-1,-1,-1,416,416,416,416,416,416,416,416,416,0
11536,320000,1,1,1,45,-2,14497,-2,2314,-2,9198,-2,-2,-2,37361,21796,10798,21903,10832,9244,2325,14568,29249,0
11537,2.00E+05,2,3,1,38,2,10482,-1,22173,-1,13785,0,0,0,60473,151786,109495,101796,29894,13943,21865,0,26218,0
11538,360000,1,1,2,35,-2,0,-2,0,-2,0,-1,-1,1,0,1010,0,1010,0,0,0,0,0,1
11539,2.00E+05,1,2,1,34,-2,0,-2,0,-1,0,-1,-2,1,0,0,188,0,188,0,0,0,0,0
11540,150000,2,2,1,39,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
11541,1.00E+05,1,1,1,44,-2,0,-2,0,-2,0,-2,0,0,48850,0,0,0,0,0,0,0,0,0
11542,2.00E+05,1,1,2,29,0,22701,0,25380,0,32148,0,0,0,45841,37221,34718,4000,7000,7000,7000,7000,295,0
11543,30000,1,2,1,26,0,199,-1,199,-2,0,-2,-2,-2,-201,349,-199,550,0,199,199,0,3915,0
11544,260000,1,1,1,36,0,200841,0,197090,0,193555,0,0,0,239206,212271,191813,9029,9000,7100,7509,8000,6888,1
11545,3.00E+05,2,2,1,34,-1,1000,-1,2000,-1,1000,-1,-1,-1,1000,1000,1000,1000,1000,1000,2000,1000,1000,1
11546,110000,1,2,1,32,0,61737,0,60444,0,67877,0,0,0,73772,75299,72978,2765,2404,2292,2196,2300,2200,0
11547,50000,2,1,2,24,-2,0,-2,300,-2,-200,-2,-2,-2,780,0,580,0,580,0,500,0,0,0
11548,5.00E+05,1,3,2,44,0,161299,-1,45858,-1,2593,-1,-1,0,16179,1520,2031,2029,5262,3023,45868,130586,5024,0
11549,60000,2,1,2,30,0,26431,0,25911,0,27074,0,0,0,24396,25463,27036,1463,2036,937,1911,951,2056,0
11550,80000,1,1,2,39,0,55389,0,53781,0,52782,0,0,0,49171,50376,51536,2000,2000,2100,2000,2500,2500,1
11551,370000,1,1,1,40,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
11552,150000,1,2,2,38,2,476,-1,1102,-1,476,-1,-1,-1,476,476,476,476,476,476,1102,0,476,0
11553,210000,1,1,2,35,-2,-18,-2,-18,-2,-18,-2,-2,1,-36,-18,-18,0,0,0,0,0,0,0
11554,5.00E+05,2,2,2,34,0,62519,0,73734,0,94651,0,0,0,175570,141773,132747,8734,40000,3912,2101,34000,32000,0
11555,150000,1,1,1,42,3,149723,4,151269,5,153075,6,7,8,161569,159190,155821,0,0,0,0,0,15,1
11556,110000,1,2,1,39,0,56685,0,56483,0,56281,0,0,0,54806,54544,55357,2000,2200,2200,2149,2170,2000,0
11557,60000,2,1,1,49,0,0,0,32946,0,33760,0,0,0,61618,61382,34958,2800,1400,675,659,0,3353,0
11558,480000,2,1,2,33,0,399659,-1,397682,0,384078,0,0,0,621749,550102,475386,22024,21008,17134,400046,17003,4436,0
11559,30000,1,1,2,35,2,15619,2,16026,2,14968,2,2,2,14489,15460,15514,1500,600,0,1300,0,1300,0
11560,240000,2,2,1,28,0,168541,0,186895,2,194817,2,2,1,210333,206332,214981,0,12014,0,5307,5001,4505,1
11561,350000,2,1,2,40,-2,-2366,-2,-2366,-1,-1496,-1,-2,1,-644,-644,5170,0,6033,1500,4,0,1500,0
11562,240000,2,2,1,38,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,1
11563,80000,2,1,2,27,0,79701,0,13693,0,36084,0,0,0,77967,79561,61018,3565,1752,1105,1499,78000,0,0
11564,1.00E+05,1,1,1,43,0,28680,0,37683,0,46832,0,0,0,42451,43564,45522,2100,3000,2500,2000,2000,2000,0
11565,30000,2,2,1,30,-1,962,-1,1251,-2,1050,-1,-1,-2,3165,13538,390,13538,390,1050,1851,962,0,0
11566,290000,1,1,2,41,-2,11209,-2,14839,-2,6106,-2,-2,-2,3394,-186,37392,0,37578,6136,14913,11264,2296,0
11567,2.00E+05,1,1,1,34,-2,0,-1,0,-1,4700,-1,-1,-1,3692,-16,1886,0,1902,4723,0,0,0,0
11568,360000,2,1,1,32,-1,10542,-1,64617,-1,23102,-1,-1,-1,39587,17900,5307,18011,5307,23102,64617,10542,9702,0
11569,430000,1,2,1,46,0,365148,0,368484,0,361373,-1,0,0,52930,960,354716,510,358689,15066,14126,13065,12908,1
11570,150000,1,1,2,44,0,0,0,15525,0,15094,0,0,0,13786,14418,15429,1232,1243,688,825,0,0,0
11571,2.00E+05,1,2,2,30,-2,129224,-2,132269,-2,123439,-2,-2,-2,48492,49934,24753,20294,24891,125171,17816,26269,4349,1
11572,50000,1,3,1,31,-2,0,-2,0,-2,0,-2,-2,1,0,0,0,0,0,0,0,0,0,0
11573,240000,2,3,1,36,0,16620,2,8323,-1,8521,-1,-1,1,-608,1966,4421,5000,5000,10112,0,13000,10000,0
11574,20000,2,1,2,24,0,9739,0,8892,0,8027,2,0,0,3634,6568,7307,3000,1000,1000,1000,1000,1000,0
11575,150000,2,1,1,30,-2,-20,-2,-20,-2,-20,-2,-2,-2,10427,-20,-20,0,0,0,0,0,0,0
11576,230000,1,1,1,39,0,7469,0,13596,0,11986,0,0,0,18835,22319,18732,10005,8737,4000,8000,3000,5891,0
11577,20000,1,2,1,31,-1,0,-1,390,0,390,-1,-1,-1,836,390,780,390,780,0,390,0,780,1
11578,1.00E+05,2,2,1,33,2,27554,2,26103,2,24210,2,2,1,23384,22722,24909,0,2569,0,2287,2028,0,0
11579,280000,2,2,1,30,0,81801,0,79550,0,77723,0,0,0,71770,74066,75907,4000,3000,3000,3000,3500,4000,1
11580,90000,2,3,1,39,-1,1954,-1,1728,-1,1764,0,0,0,4968,4713,2290,1203,1005,1764,1728,1954,1416,0
11581,240000,2,1,2,29,0,5531,0,7878,0,12055,0,0,0,23094,18951,18977,2009,2000,300,1000,2000,2000,0
11582,80000,1,3,1,27,0,780,0,780,0,1170,0,-1,2,40846,3099,1950,1149,1000,0,0,0,2440,1
11583,160000,2,2,1,34,-1,10298,-1,50207,-1,10740,0,0,0,51721,46381,25254,2037,1000,10740,50207,10298,17413,0
11584,280000,2,1,1,37,-1,2295,0,5428,0,7831,-1,-1,0,1908,12699,7819,12763,7819,12,27,2309,13004,0
11585,170000,2,1,1,30,2,166972,2,170922,2,168094,2,2,2,158819,161487,157577,6500,0,13000,5500,1000,7000,0
11586,90000,2,2,1,47,2,74960,0,67347,0,64376,2,2,2,61066,62999,61388,3500,0,4000,4000,8900,0,1
11587,160000,2,1,2,29,2,1852,-1,3542,0,736,-1,2,-1,2599,1302,1852,0,1852,0,3542,0,1116,0
11588,420000,2,3,1,36,0,291183,0,285447,0,279493,-1,-2,-2,0,0,277510,0,277510,10000,10000,10000,10500,0
11589,280000,1,2,2,30,-1,651,-1,651,-1,651,-1,-1,-1,651,1650,651,1650,651,651,651,651,0,0
11590,30000,1,2,2,26,2,22225,2,19725,2,20186,2,2,1,17989,17417,19807,0,3000,1000,0,3000,0,1
11591,140000,2,1,2,34,0,132945,0,130295,2,126342,0,0,2,125623,128592,137440,5000,11000,0,6000,5000,7000,0
11592,220000,1,1,1,48,-1,20018,0,7387,-1,13007,-1,-1,2,1480,9202,26390,9202,26390,13007,0,20018,14661,0
11593,260000,2,1,2,27,-1,399,0,399,-1,798,-1,-1,-1,399,399,399,399,399,798,0,399,399,0
11594,170000,2,2,2,27,0,26884,0,24919,0,24399,0,-1,1,-1020,25607,23922,27107,1500,863,903,3000,6186,0
11595,190000,2,2,1,33,-2,0,-2,0,-2,0,0,0,0,40173,41150,0,2200,0,0,0,0,0,0
11596,50000,1,2,2,31,0,0,0,48530,0,45919,0,0,0,40754,41588,43409,2000,2000,3000,3000,0,0,0
11597,2.00E+05,2,1,2,31,-1,0,-1,1440,-1,0,-1,-1,-1,4938,2277,1209,2286,2712,0,1440,0,0,0
11598,3.00E+05,2,1,2,44,-1,180,0,800,-1,800,-2,-2,-2,9799,299,0,299,0,800,0,180,0,0
11599,230000,2,1,1,34,-1,8443,-1,19002,0,9359,0,-1,-1,3394,8338,11744,8338,9359,0,19002,8740,0,0
11600,50000,1,2,1,57,0,25529,0,27820,0,26852,-1,0,0,53320,52754,27231,1300,50499,1000,1500,1500,1000,0
11601,150000,1,3,2,25,-1,413,0,1719,0,11173,-1,-1,-1,9240,386,12870,386,12884,251,39,414,6556,0
11602,150000,2,3,1,35,0,99607,0,100017,0,98925,0,0,0,89604,97129,98795,10000,4275,3550,3750,3600,3100,1
11603,10000,1,1,1,50,0,7461,0,9250,0,9916,0,0,0,10043,9616,9718,1194,1076,274,370,472,375,0
11604,240000,2,3,1,43,0,67441,0,66494,0,65130,0,0,0,61190,62506,63864,2300,2400,2329,2411,2050,2000,0
11605,230000,2,2,2,27,0,28153,0,27834,0,31397,0,0,0,47520,46256,32029,2000,2500,1200,2000,18000,5000,0
11606,170000,2,2,1,34,0,326,-1,652,-1,326,-1,-1,-1,326,326,326,326,326,326,652,0,326,0
11607,460000,2,1,1,38,-1,4503,-1,12497,-1,8226,-1,-1,-1,21203,21828,13776,21833,13779,8226,12497,4503,5844,0
11608,240000,1,2,2,46,-2,3413,-2,3901,-2,3328,-2,-2,-2,2995,3808,5736,4028,7266,3422,5020,3517,57,0
11609,80000,2,2,1,43,0,26304,2,25936,0,26493,0,2,1,24621,23948,24751,0,1500,2150,0,944,2000,0
11610,290000,1,2,2,29,0,10570,0,6336,0,6076,0,0,0,1199,2528,3781,2000,2000,3000,1000,5000,1000,0
11611,30000,1,2,2,22,0,29484,0,28929,0,29227,0,0,0,30455,30403,30454,1515,1455,1028,1044,1420,1111,0
11612,240000,2,2,2,35,0,238587,0,223508,0,226361,0,0,0,227457,232729,223431,9000,10000,8000,9000,19000,9000,0
11613,80000,2,2,1,42,-2,2229,-2,0,-2,24012,-2,-2,-2,10593,41217,8815,41217,8815,24012,1153,2229,2190,0
11614,30000,1,2,2,33,-2,0,0,0,0,30000,0,0,0,28949,30319,29400,2233,1000,600,0,0,0,0
11615,180000,2,2,3,52,-2,0,-2,0,-2,0,-2,-2,-2,0,0,145,0,145,0,0,0,0,0
11616,50000,2,2,2,26,-2,0,-1,0,-1,780,-1,-1,-1,390,390,0,390,0,780,0,0,0,1
11617,30000,2,3,2,52,2,5450,2,28840,2,28325,2,2,3,26494,26675,29111,900,3974,0,600,0,0,1
11618,110000,1,1,2,32,2,106848,2,109072,2,108350,0,0,0,112380,113369,113214,6200,9900,0,8007,0,5000,1
11619,180000,2,2,2,33,-2,0,-2,0,-2,0,-2,-2,1,5931,2294,900,2294,900,0,0,0,788,0
11620,50000,1,2,1,49,-1,6000,-1,0,-1,3581,0,0,0,46693,14453,6701,1158,1010,3581,0,6000,3261,0
11621,140000,2,2,2,29,0,137238,0,135353,0,131374,0,0,0,141740,138128,128812,7001,4700,4706,6100,5300,4806,0
11622,90000,2,2,1,38,0,40136,0,63868,0,69788,0,0,0,92481,90698,80720,3507,3328,2100,2542,3000,93245,1
11623,90000,2,2,2,25,2,28709,3,29323,2,30072,0,0,-1,23662,25970,28531,3000,3000,2300,0,0,4860,1
11624,180000,1,2,2,31,-2,0,-2,0,-2,0,0,0,0,130171,12666,0,1110,0,0,0,0,0,0
11625,360000,2,1,2,29,0,55801,0,31222,0,38898,0,0,0,92693,87415,69552,20595,20200,10063,1897,30278,83275,0
11626,140000,1,2,2,28,2,14537,2,14222,2,13994,2,2,2,12642,13740,13818,1600,600,700,600,700,600,1
11627,90000,2,3,2,23,-1,21615,-1,986,0,29836,-1,-1,0,119836,21836,11036,30000,11036,19836,986,21615,5885,0
11628,150000,2,1,2,27,-2,0,0,0,0,2924,-1,-1,-1,222,3,3359,3,3461,261,0,0,0,0
11629,2.00E+05,1,2,1,56,0,189686,0,179069,0,175197,0,0,0,195456,199692,171784,8007,6300,6276,6701,13800,0,0
11630,110000,2,2,1,48,0,49171,0,48138,0,47152,0,0,0,216582,110865,74340,8788,3152,1687,1745,1831,1732,0
11631,410000,2,1,2,25,-1,28870,-1,7781,-1,9137,-1,-1,-1,4151,4357,10513,4357,10513,9137,7781,28870,15000,0
11632,50000,1,3,1,58,0,19343,0,19462,0,19055,0,0,0,31236,30141,18683,3088,1500,651,682,680,595,0
11633,170000,2,2,1,43,0,32579,0,23528,0,100841,0,0,0,78429,81991,81688,5000,3000,20000,5000,10000,10000,0
11634,210000,2,2,1,39,-1,7324,0,12023,0,12949,-1,-1,-1,836,4247,17162,4278,17213,6015,2083,7360,12142,0
11635,290000,1,1,2,35,0,170190,0,185522,0,223092,0,0,0,247280,250007,261236,30000,29000,10000,8000,30000,48000,0
11636,160000,2,1,2,27,0,2913,-1,4218,-1,3465,-1,-1,-1,2431,5026,3720,5030,3722,4300,5000,2500,5400,0
11637,50000,1,2,2,27,0,19301,0,19534,0,19031,0,0,0,48603,48338,45090,1963,1972,672,800,700,1000,1
11638,50000,1,2,2,28,0,47949,0,46215,0,45267,0,0,0,33094,47035,44384,17012,2300,1618,1675,2500,2139,0
11639,30000,2,2,2,21,-2,0,0,0,0,1163,0,0,0,10406,5068,2023,1000,1002,23,0,0,0,0
11640,30000,2,3,2,24,0,20231,0,19583,0,19810,0,2,1,18103,18418,19270,900,1215,755,639,1200,243,1
11641,80000,2,2,2,27,0,58204,0,58426,0,60169,0,0,0,55647,57737,58577,3000,3923,2500,2100,2200,2075,0
11642,20000,1,1,2,39,0,20073,0,19549,0,19150,0,0,2,16869,17895,18939,1606,1650,823,857,1000,400,1
11643,130000,2,3,1,39,-1,5039,-1,316,-1,1575,2,-1,-1,1755,1890,735,1890,0,1575,316,5039,1156,0
11644,80000,2,1,1,34,3,5618,2,6008,2,5092,2,2,-1,4269,4057,5326,0,1500,0,1000,0,1000,1
11645,80000,1,2,1,40,0,19766,0,25189,0,30605,0,0,0,45747,40851,35933,1618,1533,1038,852,765,627,0
11646,180000,2,3,2,39,0,9041,0,9359,-1,11303,0,-1,1,0,4835,2220,4835,2200,11303,187,181,3050,0
11647,150000,1,1,1,37,0,46555,0,45987,-1,50123,0,0,0,49112,48450,19790,1510,1850,101123,1650,1700,0,0
11648,1.00E+05,1,2,2,26,0,0,0,97752,0,98232,0,0,0,73070,74847,97369,10000,43000,5000,3000,0,0,0
11649,50000,2,3,1,47,0,19576,2,24843,0,25294,0,0,0,29336,30502,31161,1641,1300,1629,0,1000,1007,0
11650,290000,1,2,1,48,-2,0,-2,2653,-2,0,-2,-2,-2,730,4426,820,4426,820,0,2653,0,0,1
11651,490000,1,1,1,54,-2,0,-2,0,-2,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,1
11652,130000,2,1,2,30,-2,-1070,-2,-915,-2,-915,-2,-2,1,-915,-915,-915,0,0,0,0,0,0,0
11653,20000,1,1,2,24,-1,4740,-1,0,-1,597,-1,-1,1,0,150,0,150,0,597,0,4740,0,0
11654,30000,2,1,2,23,0,8000,0,12351,0,12104,0,2,1,10764,10454,11862,0,2000,242,247,2000,0,1
11655,230000,2,1,2,25,0,53671,0,52788,0,55128,0,0,0,52906,54454,53457,3000,2000,2500,2500,2000,2000,0
11656,260000,1,1,2,52,0,5394,-1,4471,-1,291,-1,-1,-1,582,0,582,0,582,291,4471,1000,1000,0
11657,290000,1,1,1,38,-2,0,-2,0,-2,0,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0
11658,220000,2,2,2,54,-1,4250,-1,1927,-1,891,0,0,-1,2742,3131,2664,1500,1500,891,1927,4250,3000,0
11659,60000,1,2,2,26,0,45648,0,42945,0,47513,0,2,3,61014,59473,56912,0,2100,1500,1700,3500,1341,1
11660,150000,2,3,1,45,0,61988,0,60707,0,59604,0,0,0,59885,59054,60254,2200,2200,2300,2213,2300,2245,0
11661,80000,2,2,1,39,2,15802,2,14443,0,14823,0,2,3,13683,13178,13853,0,1200,1200,0,1600,2200,1
11662,30000,2,2,2,23,2,19629,2,20100,2,18503,0,0,2,16089,17127,19108,1300,2272,0,1900,0,1000,1
11663,210000,2,2,1,34,0,81723,0,85239,0,88758,0,0,0,86792,88106,89419,3319,3892,3184,3128,2944,2870,0
11664,50000,2,3,1,27,2,30847,2,28685,2,29289,2,2,2,27358,28422,28858,1800,1200,1200,0,2800,1200,0
11665,250000,2,1,1,47,-1,45427,-1,56064,-1,19857,-1,-1,-1,43098,10606,49815,10615,49825,19866,56074,45443,29916,0
11666,2.00E+05,2,2,2,34,-1,11202,-1,13227,-1,28300,0,-1,-1,12842,9490,6955,13805,6797,28314,13291,11258,11912,1
11667,150000,1,2,1,48,0,153088,2,149807,0,151572,0,2,1,144837,141815,143704,0,5000,9500,0,5005,6010,1
11668,30000,2,2,1,26,2,29497,0,29687,0,28501,0,0,0,29072,29276,30204,1600,1500,1000,4000,1900,0,0
11669,50000,2,2,2,23,0,26524,0,25574,0,28102,0,0,0,35454,33824,28528,1901,1900,1050,1000,2000,2500,0
11670,210000,1,1,2,32,2,174744,0,181981,0,172065,0,0,0,124838,102995,17383,5000,1400,155000,12700,0,6300,0
11671,20000,1,2,1,31,0,6971,0,19676,0,19985,0,0,0,18490,25404,19789,1500,2393,1000,494,139,19710,0
11672,110000,1,1,1,56,2,55979,2,48026,3,48940,2,2,3,46335,45319,50030,0,5800,0,0,8774,0,1
11673,140000,1,1,2,26,0,133580,-1,115440,0,39634,0,0,0,84729,102693,41266,26894,1500,11888,115440,23900,10586,0
11674,50000,1,3,1,56,0,10097,0,9765,0,12059,0,0,0,24729,20285,26026,1338,1011,482,228,365,1261,0
11675,230000,2,2,2,27,0,12314,0,52454,0,40102,0,0,-1,79872,85538,77063,10033,5010,5,45000,8000,35660,0
11676,2.00E+05,2,1,2,28,2,198059,0,196262,0,188714,0,0,0,184602,187145,190983,7000,7000,9000,10700,10600,0,0
11677,120000,2,2,1,30,-2,-295,-1,-295,-1,2561,-2,-1,-1,2706,161,250,569,250,3265,0,0,0,0
11678,50000,1,2,1,46,-1,1890,-1,4809,-1,6991,0,0,0,49046,49221,46505,2185,2938,6996,4809,1890,6890,0
11679,140000,2,3,1,39,0,75957,0,75462,0,80840,0,0,0,108028,104626,101376,3889,4412,3000,3000,3000,4000,0
11680,1.00E+05,2,3,2,48,0,74323,0,72526,0,66202,-1,-1,-1,16584,16009,64886,16137,64886,2353,10000,3000,2670,0
11681,80000,1,3,1,43,-1,33592,-1,1257,-1,0,-1,0,0,231550,223337,206390,5067,12290,0,1257,35238,1145,0
11682,1.00E+05,1,2,2,29,2,96258,2,96397,2,93528,3,2,2,86974,98246,95884,12700,0,0,6050,1600,3400,1
11683,120000,2,2,2,23,0,39222,0,38325,0,38828,0,0,0,38609,41992,36607,5000,4000,4017,3000,3000,3000,0
11684,50000,1,2,1,50,-2,4459,-2,1217,-2,2517,-2,-2,-2,3526,-4,1473,0,1477,2524,1320,4572,2206,1
11685,30000,2,2,2,24,-2,0,-2,0,-2,0,-1,-1,-1,784,4184,0,4200,1000,0,0,0,0,0
11686,330000,2,2,2,27,0,158521,0,186444,0,201240,0,0,0,237515,230471,233421,11012,11012,6548,6497,6037,5141,0
11687,240000,1,1,1,53,0,123951,0,136639,0,136654,0,0,0,232943,236437,133385,9700,5000,5500,5500,5000,5000,0
11688,290000,2,2,2,39,0,50143,0,110691,0,107993,0,0,0,228342,235380,240049,10600,10200,4000,4534,2670,700,1
